"id","typeid","typeid2","sortrank","flag","ismake","channel","arcrank","click","money","title","shorttitle","color","writer","source","litpic","pubdate","senddate","mid","keywords","lastpost","scores","goodpost","badpost","voteid","notpost","description","filename","dutyadmin","tackid","mtype","weight"
"306","202","0","1629693379","p","1","6","0","86","0","Maquina envoltura cable FPCW-200/300/400",,,"carl","未知","/uploads/coil-packing/Cable-Coil/Cable-FPW-300/xt/cable-wrapping-machine.jpg","1629693379","1525766995","4","Maquina embalaje cable,embalaj","0","0","0","0","0","1","La máquina se utiliza principalmente para el embalaje de la bobina de cable, bobina de cobre, bobina de acero... Pueden elegir el material, la insignia y la etiqueta del paquete. Se puede asegurar paquete bueno y agradable. También es fácil de operar.","Máquina-envoltura-cable-FPCW-200/300/400","5","0","0","203"
"307","190","0","1565323850","p","1","6","0","86","0","软管缠绕包装机FPH-200",,,"machine","未知","/uploads/coil-packing/Hose-Coil/FPH-200/xt/hose-coil-wrapping-machine-FHP200.jpg","1565323850","1525767550","6","盘管包装机","0","0","0","0","0","1","FPH-200主要用于软管盘管和塑料管包装，可节省材料和人工成本，并具有高效、方便的包装。","hose-coil-wrapper","7","0","0","201"
"308","202","0","1629693321","p","1","6","0","153","0","Maquina envoltura cable FPCA-100",,,"carl","未知","/uploads/coil-packing/Cable-Coil/FPCA-100/xt/Cable-Coil-FPCA100.jpg","1629693321","1525767964","4","Máquina embalaje cable,embalaj","0","0","0","0","0","1","La máquina se utiliza principalmente para el embalaje de la bobina de cable, bobina de cobre, bobina de acero... Pueden elegir el material, la insignia y la etiqueta del paquete. Se puede asegurar paquete bueno y agradable. También es fácil de operar.","Máquina-envoltura-cable-FPCA-100","5","0","0","205"
"309","202","0","1530523948","p","1","6","0","85","0","Maquina envoltura cable FPCA-200",,,"carl","未知","/uploads/coil-packing/Cable-Coil/FPCA-200/xt/Cable-packing-machine-FPCA200.jpg","1530523948","1525768795","4","Máquina embalaje cable,embalaj","0","0","0","0","0","1","La máquina se utiliza principalmente para el embalaje de la bobina de cable, bobina de cobre, bobina de acero... Pueden elegir el material, la insignia y la etiqueta del paquete. Se puede asegurar paquete bueno y agradable. También es fácil de operar.","Maquina-envoltura-cable-FPCA-200","7","0","0","207"
"310","202","0","1629693270","p","1","6","0","155","0","Maquina envoltura cable  FPCA-300",,,"carl","未知","/uploads/coil-packing/Cable-Coil/FPCA-200/xt/Cable-packing-machine-FPCA200.jpg","1629693270","1525770068","4","Máquina de envoltura de cable,","0","0","0","0","0","1","La máquina se utiliza principalmente para el embalaje de la bobina de cable, bobina de cobre, bobina de acero... Pueden elegir el material, la insignia y la etiqueta del paquete. Se puede asegurar paquete bueno y agradable. También es fácil de operar.","Máquina-envoltura-cable-FPCA-300","5","0","0","208"
"311","183","0","1568273018","p","1","6","0","179","0","水平缠绕包装机E1800","水平机",,"carl","未知","/uploads/Horizontal-pics/horizontal-orbital-stretch-wrapper-e1800 - s.jpg","1568273018","1525770600","4","水平包装机，水平缠绕机","0","0","0","0","0","1","全自动水平缠绕拉伸包装用于幅宽较大物体包装，例如：门，窗，面板，板，薄板......
我们提供不同的设备和特殊的设计以实现您的包装要求、特点，例如下压装置对轻型物体进行包装，张力控制运用于小型和大型包装机... ","horizontal-wrapper-E1800","7","0","0","30"
"312","202","0","1530523913","p","1","6","0","190","0","Maquina de bobina de cable automatico",,,"carl","未知","/uploads/coil-packing/Cable-Coil/Automatic/xt/Automatic-coil-machine.jpg","1530523913","1525770824","4","Máquina embalaje cable,embalaj","0","0","0","0","0","1","La máquina se utiliza principalmente para el embalaje de la bobina de cable, bobina de cobre, bobina de acero... Pueden elegir el material, la insignia y la etiqueta del paquete. Se puede asegurar paquete bueno y agradable. También es fácil de operar.","Máquina-de-bobina-de-cable-automático","7","0","0","209"
"313","202","0","1530523895","p","1","6","0","114","0","Cable automatico de enrollado y Envolvedora",,,"carl","未知","/uploads/coil-packing/Cable-Coil/Automatic/xt/Automatic-coil-machine.jpg","1530523895","1525771848","4","Maquina embalaje cable,embalaj","0","0","0","0","0","1","La máquina se utiliza principalmente para el embalaje de la bobina de cable, bobina de cobre, bobina de acero... Pueden elegir el material, la insignia y la etiqueta del paquete. Se puede asegurar paquete bueno y agradable. También es fácil de operar.","Cable-automático-de-enrollado-y-Envolved","7","0","0","211"
"314","183","0","1573445818","p","1","6","0","51","0","水平缠绕包装机E2400","水平包装机",,"carl","未知","/uploads/Horizontal-pics/Horizontal stretch wrapepr-E2400 -s.jpg","1573445818","1525772519","4","水平,缠绕,包装机,E2400,该,机型,为,大,环型,","0","0","0","0","0","1","该机型为大环型包装，它可以处理外径 2000mm的负载。 自动螺旋缠绕包装机专门设计用于水平形状，如裱纸板捆，托盘装载，面板捆，地板等物体包装。 定制的解决方案是专门为特殊包装目标而设计的。产品可以被很好的保护和密封，外观美观，整洁。 具有PLC profram控制的机器可以连接到包装生产线上进","horizontal-wrapper-E2400","7","0","0","21"
"315","191","0","1570516489","p","1","6","0","188","0","钢卷全自动包装线",,,"machine","未知","/uploads/packing-line/coils/steel-coil/steel-coil-packing-line-s.jpg","1570516489","1525829338","6","自动包装线、线圈打包机，输送、缠绕、捆扎、","0","0","0","0","0","1","全自动钢卷包装线，集多种包装功能于一体，包含十字臂上料，通过翻转机与输送线连接，进行缠绕/捆扎再包装，输出滚筒线，再进行堆垛和移除，实现包装一条线的全自动化！","steel-coil-wrapping-line","7","0","0","213"
"319","191","0","1566982610","p","1","6","0","190","0","钢卷包装机FPS-500",,,"machine","未知","/uploads/coil-packing/Steel-Coil/FPC-500/xt/Wire-coil-packging-machine-FPC-500.jpg","1566982610","1525835558","6","钢卷包装机","0","0","0","0","0","1","FPS-500节省人工成本和包装材料成本，设计合理，配置先进，选用知名品牌配件，保证了机器高质量和运行的稳定性！","steel-coil-wrapper-500","7","0","0","216"
"320","184","0","1563761347","p","1","6","0","198","0","棍状与条状物体水平缠绕包装机",,,"carl","未知","/uploads/Horizontal-pics/customized/copepr-Rod-packing-machine-s.jpg","1563761347","1525836586","4","水平机，水平缠绕包装机，棒材包装机","0","0","0","0","0","1","用于棒材等棍状条状物的水平缠绕包装机配有垂直支撑辊，用于在生产和运输过程中进行包装。 设计有气动垂直支撑辊，可调节与包装物相对应的正确尺寸。","horizontal-wrapper-rod","7","0","0","49"
"321","191","0","1571120075","p","1","6","0","130","0","钢卷包装机FPS-400",,,"machine","未知","/uploads/coil-packing/Steel-Coil/FPC-400/xt/STEEL-COIL-PACKING MACHINE-FPC-400.jpg","1571120075","1525847143","6","钢卷包装机，钢带，铝材，铜卷缠绕包装机","0","0","0","0","0","1","FPS-400系列钢卷包装机效率高，包装精美，节省人工成本和材料成本，用于钢卷、钢带、铝卷、铜卷缠绕包装。","steel-coil-wrapper-400","7","0","0","218"
"322","191","0","1570415729","p","1","6","0","57","0","钢卷缠绕包装机-FPS300",,,"machine","未知","/uploads/coil-packing/Steel-Coil/FPC-300/xt/STEEL-COIL-PACKING MACHINE-FPC-300.jpg","1570415729","1525847920","6","钢圈、铜线圈、铝线圈，缠绕包装，钢卷包装机","0","0","0","0","0","1","FPS-300钢卷包装机主要用于钢线圈、铜线圈的包装。是一种节约劳动力、保护产品表面和节约劳动成本的包装方案。","steel-coil-wrapper-300","7","0","0","220"
"323","184","0","1573438087","p","1","6","0","56","0","铝合金型材水平缠绕包装机",,,"carl","未知","/uploads/Aluminum-pictures/profile-timber-wrapper-min.jpg","1573438087","1525847921","4","水平机，水平缠绕包装机，铝型材，铝合金，铝","0","0","0","0","0","1","铝合金型材缠绕包装机，输入输出传送装置，PLC自动控制。 进料辊台配有一对中间辊，以便在进入包装机之前将型材保持在传送台上居中。","horizontal-wrapper-aluminum","7","0","0","47"
"324","193","0","1563440385","p","1","6","0","134","0","FPC- 400卧式在线型线圈包装机",,,"machine","未知","/uploads/coil-packing/Copper-Coil/FPC-400/xt/copper-coil-packing-line.jpg","1563440385","1525849236","6","铜盘管包装","0","0","0","0","0","1","FPC铜卷包装FPC400 FPC系列铜卷包装器主要用于铜包装。它还被命名为铜线包装机械、铜线圈包装机械、电缆卷包装机械、卧式钢卷包装机……具有高效、美观、节约劳动力和材料的包装，节省人工成本，节约资金，节省时间的特点。","copper-coil-wrapper","7","0","0","222"
"325","193","0","1525848453","p","1","6","-2","134","0","FPC- 400自动线圈包装",,,"machine","未知","/cn/uploads/allimg/180509/6_05091500393A4.jpg","1525848453","1525849239","6","铜盘管包装","0","0","0","0","0","1","FPC铜卷包装FPC400 FPC系列铜卷包装器主要用于铜包装。它还被命名为铜线包装机械、铜线圈包装机械、电缆卷包装机械、卧式钢卷包装机……具有高效、美观、节约劳动力和材料的包装，节省人工成本，节约资金，节省时间的特点。","Copper-coil-packing-machine","6","0","0","222"
"326","193","0","1568253341","p","1","6","0","128","0","FPC- 300铜盘卷包装机","缠绕包装机",,"machine","未知","/uploads/coil-packing/Copper-Coil/FPC-300/xt/copper-packing-machine.jpg","1568253341","1525849634","6","铜盘管包装","0","0","0","0","0","1","FPC-300铜圈包装器是最佳的卧式包装解决方案，操作简单，产品保护，防潮，具有高效、美观的包装，节省人工和材料成本。","copper-coil-wrapper","7","0","0","224"
"327","193","0","1569207434","p","1","6","0","84","0","FPC- 200铜盘卷包装机",,,"machine","未知","/uploads/coil-packing/Copper-Coil/FPC-200/xt/Vertical-wrapping-machine-GD-200.jpg","1569207434","1525850626","6","铜卷包装机,","0","0","0","0","0","1","FPC-200主要用于包铜线圈，线圈的宽度范围为20mm-200mm。
还有一些相同类型机器的其他名称。如:铜线包装机;铜盘管包装机;电缆盘包装机;卧式钢卷包装机等。高效率，良好的包装和节约成本一直是我们的任务。","copper-coil-wrapper","7","0","0","225"
"328","184","0","1563761018","p","1","6","0","121","0","型材水平缠绕包装机",,,"carl","未知","/uploads/Horizontal-pics/min/horizontal wrapping-machine-for-profile-s.png","1563761018","1525852866","4","水平机，水平缠绕包装机","0","0","0","0","0","1","高速水平螺旋式缠绕包装机，可以完全消除手工包装。最重要的是其极高的安全性，这对使用者的安全保护非常重要。","horizontal-wrapper-profile","7","0","0","45"
"329","192","0","1570520177","p","1","6","0","86","0","预应力钢丝线卷包装机",,,"machine","未知","/uploads/coil-packing/Wire-Coil/FPW2500/PC-wire-coil-packing-machine-s.JPG","1570520177","1525855939","6","电线卷","0","0","0","0","0","1","卧式PC线圈包装机，机器可以实现两层包材同时缠绕包装，选用国际知名品牌配件，机器结构坚固，使用寿命长！","wire-coil-wrapper","7","0","0","226"
"330","184","0","1563760766","p","1","6","0","142","0","螺旋式水平缠绕包装机",,,"carl","未知","/uploads/Horizontal-pics/min/horizontal-spiral-wrapping-machine-s.jpg","1563760766","1525856097","4","水平机，水平缠绕包装机，螺旋式缠绕机","0","0","0","0","0","1","通过FHOPE螺旋式包装机对产品进行全方面的包装，您的产品将在运输过程中受到良好的保护，通过拉伸包装将托盘有效地整合在一起。以下列出了您的优势。","horizontal-wrapper-spiral","7","0","0","42"
"331","252","0","1629520571","p","1","6","0","79","0","embaladora del neumático  FPT-200",,,"sullivan","未知","/uploads/coil-packing/Tyre/FPTY-200/xt/Tyre-wrapping-machine-FPTY-200.JPG","1629520571","1525856871","4","embaladora del neumático,Envol","0","0","0","0","0","1","Esto es una máquina diseñada para neumáticos de la motocicleta, que pueden ser embalados con neumáticos ligeros para evitar el temblor. Con la ayuda de bombonas a rodillo de apoyo, es más fácil de utilizar el embalaje. Sustituye el trabajo de embalaje neumático manual.","embaladora-del-neumático-FPT-200","5","0","0","227"
"332","252","0","1629520535","p","1","6","0","116","0","embaladora del neumático FPT-300",,,"sullivan","未知","/uploads/coil-packing/Tyre/FPTY-300/xt/Tyre-Packing-Machine-FPTY-300.jpg","1629520535","1525858238","4","embaladora del neumático,Envol","0","0","0","0","0","1","Esto es una máquina diseñada para neumáticos de la motocicleta, que pueden ser embalados con neumáticos ligeros para evitar el temblor. Con la ayuda de bombonas a rodillo de apoyo, es más fácil de utilizar el embalaje. Sustituye el trabajo de embalaje neumático manual.","embaladora-del-neumático-FPT-300","5","0","0","230"
"333","252","0","1629520497","p","1","6","0","83","0","embaladora del neumático FPT-400",,,"sullivan","未知","/uploads/coil-packing/Tyre/FPTY-400/xt/Tyre-Packing-Machine-FPTY-400.jpg","1629520497","1525916278","4","embaladora del neumático,Envol","0","0","0","0","0","1","Esto es una máquina diseñada para neumáticos de la motocicleta, que pueden ser embalados con neumáticos ligeros para evitar el temblor. Con la ayuda de bombonas a rodillo de apoyo, es más fácil de utilizar el embalaje. Sustituye el trabajo de embalaje neumático manual.","embaladora-del-neumático-FPT-400","5","0","0","231"
"334","192","0","1570519033","p","1","6","0","186","0","自动线圈压实和捆扎机","包装机",,"machine","未知","/uploads/coil-packing/Wire-Coil/compactor-strapping/steel-wire-rod-coil-compressing-machine-s.jpg","1570519033","1525916364","6","线圈包装机，钢丝包装机，自动线圈压实和捆扎","0","0","0","0","0","1","钢丝卷压缩机，可提供半自动和全自动型捆扎机作为选择。压实机将钢丝卷压到客户所需要的高度和尺寸，再进一步捆扎包装！","wire-coil-packing-line","7","0","0","231"
"335","192","0","1569468369","p","1","6","0","102","0","钢丝线卷包装机-FPW-800","缠绕包装机",,"machine","未知","/uploads/coil-packing/Wire-Coil/FPW800/zt/wire-coil-warpping-machine-800-1-lp.jpg","1569468369","1525916855","6","钢丝缠绕包装——钢丝线卷包装机——钢丝圈包","0","0","0","0","0","1","FPW-800型线圈包装机自问世以来一直被市场所认可，是一种高效的线圈包装设备。底部小车设计，可实现前后自由移动，使包装方案更方便更自动化！","wire-coil-wrapper-FPW-800","7","0","0","233"
"336","192","0","1570518941","p","1","6","0","59","0","钢卷包装机-FPW-600","缠绕包装机",,"machine","未知","/uploads/coil-packing/Wire-Coil/FPW600/zt/wire-coil-warpping-machine-600-1-lp.jpg","1570518941","1525917262","6","钢丝缠绕包装机，自动包装机械，线缆包装，包","0","0","0","0","0","1","FPW-600系列钢丝卷包装机，具有方便装载和卸载的底部小车设计，高效率完成包装是我们的机器最大的特点。该机既节省人力成本，又节省包装材料。根据客户的数据进行灵活修改，满足客户的具体需求。","wire-coil-wrapper-FPW-600","7","0","0","234"
"337","253","0","1530524096","p","1","6","0","82","0","Empaquetadora del cojinete FPB-200",,,"sullivan","未知","/uploads/coil-packing/Bearing-packing/FPB-200/xt/bearing-PACKING-MACHINE -2.jpg","1530524096","1525917690","4","embaladora del cojinete,Maquin","0","0","0","0","0","1","Empaquetadora del rodamiento y rodamiento envoltura mchine para rodamientos con tamaño de la diferencia, semiauto o solución de empaque automático en línea están disponibles en refugio","Empaquetadora-del-cojinete-FPB-200","7","0","0","122"
"338","192","0","1569393923","p","1","6","0","192","0","钢丝线卷包装机-FPW-500","缠绕包装机",,"machine","未知","/uploads/coil-packing/Wire-Coil/FPW500/zt/wire-coil-warpping-machine-500-1-lp.jpg","1569393923","1525917983","6","钢丝缠绕机，线圈包装机，钢丝卷缠绕包装机","0","0","0","0","0","1","FPW-500选用国际知名品牌配件，保证机器的高质量和运行的高稳定性，团队不断致力于高品质包装机器的研发和生产，为你的产品的包装需求保驾护航！","wire-coil-wrapper-FPW-500","7","0","0","235"
"339","253","0","1533890905","p","1","6","0","65","0","Empaquetadora del cojinete FPB-300",,,"sullivan","未知","/uploads/coil-packing/Bearing-packing/FPB-100/xt/Bearing-packing-machine-2.jpg","1533890905","1525918256","4","embaladora del cojinete,Maquin","0","0","0","0","0","1","Empaquetadora del rodamiento y rodamiento envoltura mchine para rodamientos con tamaño de la diferencia, semiauto o solución de empaque automático en línea están disponibles en refugio","Empaquetadora-del-cojinete-FPB-300","7","0","0","236"
"340","253","0","1530524067","p","1","6","0","124","0","Empaquetadora del cojinete FPB-400",,,"sullivan","未知","/uploads/coil-packing/Bearing-packing/FPB-400/xt/Bearing-packing-machine-2.jpg","1530524067","1525918894","4","embaladora del cojinete,Maquin","0","0","0","0","0","1","Empaquetadora del rodamiento y rodamiento envoltura mchine para rodamientos con tamaño de la diferencia, semiauto o solución de empaque automático en línea están disponibles en refugio","Empaquetadora-del-cojinete-FPB-400","7","0","0","138"
"341","192","0","1570518771","p","1","6","0","152","0","钢丝线卷包装机-FPW-400","缠绕包装机",,"machine","未知","/uploads/coil-packing/Wire-Coil/FPW400/zt/wire-coil-warpping-machine-400-1-lp.jpg","1570518771","1525919309","6","钢丝缠绕包装机，金属卷材缠绕打包机，钢丝包","0","0","0","0","0","1","FPW系列绕线缠绕机是一种主要用于钢丝绳、铜线圈的包装解决方案的设备。它是一种高效的线圈形状包装设备，是一种节约劳动力、产品保护和材料成本的良好包装方案。","wire-coil-packing-FPW-400","7","0","0","237"
"342","192","0","1570518694","p","1","6","0","179","0","钢丝线卷包装机-FPW-300","缠绕包装机",,"machine","未知","/uploads/coil-packing/Wire-Coil/FPW300/zt/wire-coil-warpping-machine-300-1-lp.jpg","1570518694","1525920318","6","钢丝缠绕包装机，包装机，金属丝，钢丝圈","0","0","0","0","0","1","FPW-300适用于中型尺寸钢丝卷缠绕包装。可以选用LLDPE拉伸膜、复合纸、编织带等不同材质的包膜。","Wire-coil-wrappingFPW-300","7","0","0","240"
"343","253","0","1530524052","p","1","6","0","64","0","Maquina de envasado automatico",,,"sullivan","未知","/uploads/coil-packing/Bearing-packing/Bearing-packagin-line/xt/bearing-packing-1.JPG","1530524052","1525920337","4","Máquina de envasado automático","0","0","0","0","0","1","Empaquetadora del rodamiento y rodamiento envoltura mchine para rodamientos con tamaño de la diferencia, semiauto o solución de empaque automático en línea están disponibles en refugio","Máquina-de-envasado-automático","7","0","0","239"
"344","184","0","1563760738","p","1","6","0","114","0","水平环形轨道缠绕包装机",,,"carl","未知","/uploads/Horizontal-pics/customized/copepr-Rod-packing-machine-s.jpg","1563760738","1525924360","4","水平包装机，水平缠绕机","0","0","0","0","0","1","轨道拉伸包装机使我们开发的独特包装机器，我们在创新和研发方面有着经过权威验证的经历。 我们的机器不仅满足操作，更便利于操作，节省成本.....","horizontal-wrapper-orbital","7","0","0","41"
"345","184","0","1563760588","p","1","6","0","176","0","托盘专用水平缠绕机",,,"carl","未知","/uploads/video-pic/horizontal/6-sixed.png","1563760588","1525931971","4","水平机，水平缠绕包装机","0","0","0","0","0","1","水平板材缠绕包装机为木材，板材等包装提供解决方案。
 该包装机有助于降低人力成本和材料使用量。 ","horizontal-wrapper-pallet","7","0","0","40"
"346","184","0","1563760414","p","1","6","0","115","0","水平轨道缠绕包装机",,,"carl","未知","/uploads/171228/1-1G22P0553V62-lp.jpg","1563760414","1525933011","4","水平轨道缠绕包装机，水平包装机","0","0","0","0","0","1","该款卧式轨道式缠绕包装机为轨道包装提供了解决方案，用于长形物体包装如MDF面板，纤维板，铝...以降低人工成本。 中国供应商Fhope","horizontal-wrapper-orbital","7","0","0","39"
"347","184","0","1568620868","p","1","6","0","64","0","木块加载式水平机缠绕包装机",,,"carl","未知","/uploads/Horizontal-pics/Horizontal stretch wrapepr-E2400 - S.jpg","1568620868","1525940189","4","水平机，水平缠绕包装机","0","0","0","0","0","1","该全自动轨道缠绕包装机可以将木块，上下垫片和拉伸膜紧紧缠绕在一起。该机器可用于包装条，不锈钢管，铝合金，型材...","horizontal-wrapper-timber-feeder","7","0","0","35"
"348","184","0","1568180593","p","1","6","0","51","0","大型水平缠绕包装机","缠绕包装机",,"carl","未知","/uploads/Horizontal-pics/Horizontal stretch wrapepr-E2400 - S.jpg","1568180593","1526009177","4","家具,专用,水平,缠绕,包装机,功能,这是,一种,","0","0","0","0","0","1","功能： 这是一种专门用于水平形状的门板包装机，如床单，门，地板，窗户......包装具有良好的保护和密封性，看起来更整齐。 机器可以连接到包装线上进行自动包装。 安装： 机器应安装在平坦和坚硬的地面上，地面载荷应大于1吨/平方米。 操作： 将产品放在进料输送装置上。 当传感器检测到产品时","horizontal-wrapper-furniture","7","0","0","20"
"349","209","0","1563777982","p","1","6","-2","167","0","全自动管道收卷机FCL200",,,"carl","未知","/uploads/Automatic-coiler/horizontal/FCL-H300/automaitc-hose-packing-machine-for-small-coil-s.jpg","1563777982","1526017209","4","全自动管材收卷机","0","0","0","0","0","1","自动卷管机FCL-200用于在线/离线型管材包装，可以计算管长，自动收卷，自动切割，可以进一步PP捆扎或者自动收缩膜包装。自动化程度高，机器设计美观，是目前国内外比较受欢迎的新型包装方式！","horizontal-coil","7","0","0","247"
"350","209","0","1563777960","p","1","6","-2","90","0","全自动管材收卷机FCL100",,,"carl","未知","/uploads/Automatic-coiler/horizontal/FCL-H300/automaitc-hose-packing-machine-for-small-coil-s.jpg","1563777960","1526018004","4","全自动管材收卷机","0","0","0","0","0","1","自动管道卷绕FCL-100适用于各种材质的管材收卷和包装，可以自动和生产线连接，实现在线收卷。卷绕完成后， 自动夹送输送到下一个包装工位，可以实现捆扎，缠绕包装，或者收缩包装等等功能！","auto-horizontal","7","0","0","500"
"351","254","0","1533892143","p","1","6","0","117","0","Bobina de luz de la maquina de embalaje fps-300h manguera",,,"machine","未知","/uploads/coil-packing/Hose-Coil/FPS-300H/hose-coil-stretch-wrapper-s.JPG","1533892143","1526019757","6","Luz, manguera, bobina, embalaj","0","0","0","0","0","1","The coil wrapping machine equipped with tension controller and press down device helps to wrapping the light and small hose coil, pvc pipe coil wrapping by stretch film with good packaging","Hose-film-wrapper","7","0","0","249"
"352","210","0","1576726124","p","1","6","0","115","0","全自动管材收卷捆扎机 FCL-V400","收卷机",,"carl","未知","/uploads/Automatic-coiler/vertical/FCL-V800/Automatic-coiler-for-hose-s.png","1576726124","1526022455","4","全自动管材收卷机，收卷机，捆扎机","0","0","0","0","0","1","这是一种立式自动收卷系统。完成自动收卷，自动张力调节，自动记米，自动切断和PP带捆扎等一系列包装步骤，完全符合高标准的包装。","auto-coilerFCL400","7","0","0","50"
"353","210","0","1569387235","p","1","6","0","93","0","全自动管收卷机 FCL-V600","收卷机",,"carl","未知","/uploads/Automatic-coiler/vertical-automatic-coiler/FCL-V600/automatic-coiler-for-hose-S-min.jpg","1569387235","1526024420","4","verticalcn，全自动管材收卷机","0","0","0","0","0","1","自动管材收卷包装一体机FCL-600，立式收卷，双机位循环不间断工作，在线型和离线型两种模式，可以自动完成捆扎和缠绕膜等包装需求，是管材类全新自动一体化新型包装方式！","vertical-coil","7","0","0","40"
"354","254","0","1533892100","p","1","6","0","137","0","Maquina envolvedora horizontal de la bobina fpca-300h manguera",,,"machine","未知","/uploads/coil-packing/Hose-Coil/FPCA-300H/Hose-and-pipe-coil-packing-machine-S.JPG","1533892100","1526025059","6","Horizontal, manguera, bobina d","0","0","0","0","0","1","La manguera de la bobina en la maquina de embalaje con cinta de embalaje que es capaz se conecta a la downender bobina bobinadora automática y en línea de embalaje.El material de embalaje, la cola puede ser tapping por dispositivo automatico.","Automatic-hose-wrapper","7","0","0","250"
"355","254","0","1533891925","p","1","6","0","111","0","Maquina envolvedora horizontal de la bobina fpca-200h manguera",,,"machine","未知","/uploads/coil-packing/Hose-Coil/FPCA-200H/Hose-packing-machine-s.JPG","1533891925","1526025213","6","Manguera espiral","0","0","0","0","0","1","Uno de la maquina de embalaje para el embalaje de la bobina horizontal de la manguera de la bobina que es capaz de apoyo suave suave bobina para evitar deformar.El ancho máx. 300.Y puede ser personalizado para diferentes embalajes requisito.","Coil-wrapper-FPCA-200H","7","0","0","253"
"356","254","0","1533891870","p","1","6","0","112","0","Manguera de la maquina de embalaje fpca100 horizontal de la bobina",,,"machine","未知","/uploads/coil-packing/Hose-Coil/FPH-100/xt/Hose-packing-machine.jpg","1533891870","1526030246","6","Horizontal, manguera, bobina,","0","0","0","0","0","1","La maquina de embalaje, principalmente de tipo horizontal para el embalaje de la bobina de bobina bobina de tubo de manguera, cable de la bobina, en el ojo al cielo.La máquina es capaz de girar 360 grados la bobina y envolver con papel film y fija en el anillo.","corrugated-hose-packing-machine","7","0","0","254"
"357","210","0","1571380298","p","1","6","0","102","0","全自动收卷捆扎机 FCL-V800","收卷机",,"carl","未知","/uploads/Automatic-coiler/vertical-automatic-coiler/FCL-V800/Strapping-machine-for-pipe-coil-s.jpg","1571380298","1526030930","4","全自动,水管,收卷机,FCL-800,描述,自动,软管,","0","0","0","0","0","1","自动软管收卷机FCL-800，该机器可实现自动收卷管子及之后的捆扎，缠绕等一系列动作。一条完整的全自动包装线，可以自动完成一系列完整的步骤，从固定长度，然后缠绕，切割，捆扎，缠绕到生产线的末端步骤。 ","auto-vertical","7","0","0","30"
"358","178","0","1576635215","p","1","6","0","181","0","钢带包装线","包装线",,"carl","未知","/uploads/Automatic%20packing/Auto-packing-line/ss/stainless-steel-coil-packing-line-s.jpg","1576635215","1526092895","4","自动钢带钢卷包装线，线卷包装线，钢带包装系","0","0","0","0","0","1","全自动钢卷包装线包含旋转十字臂，取料机，钢卷打包机，钢卷包装机，输送装置，使钢卷自动包装实现全自动化。","steel-coil-wrapper","7","0","0","256"
"359","254","0","1533891772","p","1","6","0","145","0","Maquina envolvedora automática de la línea de manguera",,,"machine","未知","/uploads/coil-packing/Bearing-packing/Bearing-packagin-line/xt/bearing-packing-1.JPG","1533891772","1526093360","6","Automático, manguera, envolver","0","0","0","0","0","1","La manguera de la bobina automática de línea de embalaje diseñado para tubos de PVC corrugado manguera bobina, bobina, bobina de tuberías de PE de embalaje de tipo horizontal. Es una envolvedora para embalaje de la bobina en linea por un operador.El sistema de control es PLC & HMI.Alimentador automático de película y Cutter...","Linea de envasado automatico de la mangu","7","0","0","256"
"360","254","0","1533891531","p","1","6","0","96","0","Manguera espiral y flejadora",,,"machine","未知","/uploads/Automatic-coiler/vertical/FCL-V600/Strapping-machine-for-pipe-coil-s.jpg","1533891531","1526093682","6","Pipe bobinadora","0","0","0","0","0","1","Automatic hose/Pipe coiling and strapping machine and automataic pipe coiler for winding the HDPE PIPE, Corrugated coil packaging from automatic winding machine to stacking machine.. The automatic tube coiling& strapping machinery all conform to CE guidelines and have been designed using the latest technology and design criteria for industrial use.","Hose-coiling-and-strapping-machine","7","0","0","258"
"361","178","0","1576635247","p","1","6","0","86","0","立式环体包装线","环体包装线",,"carl","未知","/uploads/packing-line/coils/vertical-coil/steel-coil-packing-s.jpg","1576635247","1526093862","4","自动线圈包装线，缠绕包装线，钢卷，铜卷，钢","0","0","0","0","0","1","自动立式结构钢卷包装线，承载力强，包装速度快，效率高。 适合于钢卷，钢带，钢线等生产企业。","vertical-coil-wrapper","7","0","0","257"
"362","211","0","1533873469","p","1","6","0","125","0","Orbital horizontal de semi auto estiramiento envoltura S100",,,"stretchwrapping","未知","/uploads/Horizontal-pics/horizaontal-wrapper-s100-s.jpg","1533873469","1526093962","4","Orbital horizontal, Orbital ho","0","0","0","0","0","1","Una semi auto envoltura orbital máquina tienen un muy buen precio. La máquina tiene cargadores y rodillo de transportador, rodillo de apoyo de alimentación y material de embalaje. Es el proceso diverso embalaje del soporte máquina","Orbital-horizontal-de-semi-auto-estirami","7","0","0","256"
"363","254","0","1533891484","p","1","6","0","88","0","Bobina de envoltura fph-500 manguera maquinaria",,,"machine","未知","/uploads/coil-packing/Hose-Coil/FPH-500/xt/COI-PACKING-MACHINE.jpg","1533891484","1526093992","6","Manguera tubo de envoltura, bo","0","0","0","0","0","1","Bobina de la bobina de envoltura de manguera, tubo de envoltura, tubo de la maquina de embalaje de strech film, HDPE, tejidos... Es capaz de proporcionar un buen anti - la humedad, anti - polvo, paquete para plastico y caucho industria. Esto es una manguera, maquinas para envolver el ojo de la bobina en vertical, que es para pequeñas y ligeras bobinas.","Hose-Coil-wrapping-machinery-FPH-500","7","0","0","259"
